1.402376591716287368e+00 7.875282284349593098e+00
1.408336043764032652e+00 8.902514480090204074e+00
1.890345443212870791e-01 7.336816401029238044e+00
2.255996460361666678e-01 9.189396009323333558e+00
1.000456235797672067e+00 7.423761597008526891e+00
1.946294702066668547e+00 7.564406247496297198e+00
1.490503324875433577e+00 9.614733380345771963e+00
1.703219433222384893e-01 6.634647143836871486e+00
1.749949379668625182e+00 9.615327872461326919e+00
1.929735251230196846e+00 9.185586143408556836e+00
5.567316517687006527e-01 7.215049010918616723e+00
1.296305592901057846e+00 7.988237881501260240e+00
2.643200793197024723e-01 8.509839465422285087e+00
2.543982975908409827e-02 7.017322118200334913e+00
1.483410963001199345e+00 7.425222261329416540e+00
4.906437229001290312e-01 7.734409881214020288e+00
1.914564088498788230e+00 8.175181253587759045e+00
1.362756911299767282e-01 8.508354830717665962e+00
1.267465253573307749e-02 6.601036874985097391e+00
1.353469879133533782e+00 8.536454847273740043e+00
7.831857720881905127e-01 8.093400266477127403e+00
3.643099236196407631e-01 6.576356160723619837e+00
1.562923753027087193e+00 9.160702764429673906e+00
7.988839585140703470e-01 9.003842799232549154e+00
2.066809797510973379e-01 9.045162236831730596e+00
8.846802117625001127e-01 8.172238168927416169e+00
4.745202200236269263e-01 9.278865066953741803e+00
9.420027579261334161e-01 8.057831072115272164e+00
2.471687178702124399e-01 7.675828135679317654e+00
1.755834991007157342e+00 8.837711443760920105e+00
3.301166011573926085e-01 9.058830195583153611e+00
1.093130498692810759e+00 7.989460619381166140e+00
4.792012586667828700e-01 7.855877811944159461e+00
1.135884008655824839e+00 8.596197792469114418e+00
1.819967690835087248e+00 9.702303094271929496e+00
1.269136838915222221e+00 9.832896123795036303e+00
3.323328284074971162e-01 8.530412685773338666e+00
1.230232452185169301e-01 8.541288784880629592e+00
3.278437106432032788e-01 7.439129895747136345e+00
3.818805669509972578e-01 9.076267329107114534e+00
1.673577626868383073e+00 9.448087766872887983e+00
2.396102266560617977e-01 6.192319911927474330e+00
1.010677534698748659e+00 6.616819645929017391e+00
3.196552344611469643e-02 7.406809655202132525e+00
1.939238934822252292e+00 8.097543896892526405e+00
1.978044410278914311e+00 1.051296916435525475e+01
1.413517463804513818e+00 1.952898321594874309e+00
2.235957704652519418e+00 3.307233901724433878e+00
1.995559586760011772e+00 3.524055588936302996e+00
2.251301420243557949e+00 4.067068217630687599e+00
1.411717632563989522e+00 2.175943796258838159e+00
2.026194477292218465e+00 3.902168336009824934e+00
2.936376094988174312e+00 4.340638826714436682e+00
2.356643782574312507e+00 3.260247771590080390e+00
2.310008825241678387e+00 4.838845976818233474e+00
2.649465505474331017e+00 3.719459932172249683e+00
3.370845321721297694e+00 6.441870058124989917e+00
1.634739672053893589e+00 2.350954132280207887e+00
1.504587659625327589e+00 2.730913712823995088e+00
1.976765828549174708e+00 2.363884016980646763e+00
2.011309175233037649e+00 2.482849108209967071e+00
3.223276162977877668e+00 4.888068460421699513e+00
2.118447576231525353e+00 3.027888286048443955e+00
2.420952777648776699e+00 2.461656973501445744e+00
3.329959980286269605e+00 5.536573430262621720e+00
1.571199586241720070e+00 2.084827162698395409e+00
3.381568681208386717e+00 4.024129244529762950e+00
2.553961189929674802e+00 4.701174094196119313e+00
2.267973972713534181e+00 4.807202623874246683e+00
2.137739644709181874e+00 3.740609473102844973e+00
2.624145505976664516e+00 3.283500557586383373e+00
2.496281615897566475e+00 2.477345767765543272e+00
2.952868716444245756e+00 4.871471442817277619e+00
2.961568288320983733e+00 5.065767097123710982e+00
2.215329313138051148e+00 3.906464236364830533e+00
3.114108437417756114e+00 3.947566821992150921e+00
2.415225795596622760e+00 3.939697467283529875e+00
2.319300566053684953e+00 3.025869778800021503e+00
2.042706242818571383e+00 2.941777807797232303e+00
1.710125459907547718e+00 2.633444521567138707e+00
2.754828627256937779e+00 5.401979015001050044e+00
2.979050068368531257e+00 6.104211696311732105e+00
2.930172155010601021e+00 3.054834284029808167e+00
2.552062227982843101e+00 4.401923868138426954e+00
2.636083627016886144e+00 3.085041857005591304e+00
2.581658237926811594e+00 2.415692066128827697e+00
3.083371159095638525e+00 3.176582971260094812e+00
2.151591402419407828e+00 3.294659329700330375e+00
3.275078178272512908e+00 3.432176490508309641e+00
2.880313200854438094e+00 3.657526741479033561e+00
2.851063095372813105e+00 5.521038656447134763e+00
3.111503561143456942e+00 3.669262842187190010e+00
1.754844855474944287e+00 3.397262018558014685e+00
